0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/jquery.validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/jquery.lwtCountdown-1.0.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/002.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/001.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/005.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/006.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/003.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/007.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/004.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/008.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/about/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/jquery.form.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/about/2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/about/3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/wow.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/jquery.nav.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/jquery.sticky.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/plugins.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/img/header-overlay.png HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/loading.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/images/a13.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/js/slider/jssor.slider-22.2.8.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/fonts/ionicons.ttf?v=2.0.1 HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [24/Feb/2017:10:44:54 +0530] "GET /NonVegMarket/fonts/ionicons.woff?v=2.0.1 HTTP/1.1" 404 1015
